ID,designation_header,strain_number_header,is_type_strain_header,species,"Salt concentration"
,,,,,6
,,,,,8
11265,"CXB 654","DSM 45414, LMG 25485, JCM 16559",1,"Spinactinospora alkalitolerans",5.5
141001,SP30,"CECT 9238, LMG 30005",1,"Spiribacter roseus",12.5
,,,,,7.5-25
133180,,"SSL 50, CECT 9117, IBRC-M 11076",1,"Spiribacter roseus",10
,,,,,8.0-20.0
3821,Mc1,"DSM 102, ATCC 23276, CCM 2041, CIP 106728, NCIMB 1800",0,"Spirosoma linguale",10
,,,,,6
,,,,,8
133174,SPT1,"JCM 31012, BCRC 80916",1,"Spongiibacter taiwanensis",12
14403,M-19,"DSM 17615, JCM 3419, CIP 105320",1,"Sporolactobacillus kofuensis",10
,,,,,6
,,,,,8
14385,M-8,"DSM 442, ATCC 23492, NCIB 10269, CCUG 33623, LMG 16675, CIP 104421, IAM 12321, JCM 2513, LMG 6329, BCRC 11598, CECT 692, KCTC 3117, NBRC 102473, NCIMB 10269",1,"Sporolactobacillus laevolacticus",10
,,,,,6
,,,,,8
14387,M-1,"DSM 2310, ATCC 23493, NCIB 10270, JCM 2514, IAM 12322, NCIMB 10270, CIP 104422",0,"Sporolactobacillus laevolacticus",10
,,,,,6
,,,,,8
14398,M-114,"DSM 11696, JCM 3514, CCUG 41660, CIP 105319, ATCC 700379, CGMCC 1.3845, IAM 12388, LMG 18787, NBRC 101526",1,"Sporolactobacillus nakayamae subsp. nakayamae",10
14401,M-17,"DSM 16324, ATCC 700381, CCUG 41659, CIP 105318, IAM 12396, JCM 3417, LMG 18785, CGMCC 1.3843, NBRC 101524",1,"Sporolactobacillus nakayamae subsp. racemicus",10
,,,,,8
14399,M-116,"CCUG 41658, CIP 105317, DSM 11697, JCM 3516, ATCC 700380, IAM 14264, LMG 18887, NBRC 101527",1,"Sporolactobacillus terrae",10
,,,,,6
,,,,,8
140261,MRo-4,"DSM 28179, VKM B-2948",1,"Sporosalibacterium tautonense",10
,,,,,100
,,,,,20
12001,,"DSM 22204, CCUG 53915",1,"Sporosarcina contaminans",<9
5848,LLR-40K-21,"DSM 44728, CIP 108903, NRRL B-16338, JCM 14905, BCRC 16844, NBRC 102104",1,"Stackebrandtia nassauensis",6.5
159066,,"DSM 105892, SDB 2975, CECT 9737",1,"Staphylococcus debuckii",15
14672,4005-LJ(m),"DSM 22147, CCM 4903, CCUG 55861",1,"Staphylococcus microti",10
14606,"SK03, SK 03","CCUG 35133, TISTR 824, NRIC 1817, DSM 7373, ATCC 51136, JCM 6057, NCIMB 13277, CCM 4345, CIP 103958, LMG 22178, NBRC 109625, NCTC 13836",1,"Staphylococcus piscifermentans",6-10
166184,S04009,"DSM 107950, CCUG 72763, NCTC 14184",1,"Staphylococcus pseudoxylosus",6.5
14674,,"DSM 21968, CCUG 57266, ARI 262",1,"Staphylococcus rostri",09-12
14665,,"CCUG 51256, DSM 17636, CCM 7213, CIP 108931, LMG 22723",1,"Staphylococcus simiae",12
13838,"2M/E, TS101","DSM 5886, ATCC 15215, ICPB 4170, JCM 20692, BCRC 80196, CIP 105977, IAM 12621, IFO 15764, NBRC 15764",1,"Stappia stellulata",10
,,,,,8
17557,,"DSM 13117, ATCC 700916, CIP 106456, CCUG 46887, LMG 22073, AMX 19, JCM 13310",1,"Stenotrophomonas acidaminiphila",10
,,,,,6
,,,,,8
17558,,"DSM 13118, ATCC 700917, CCUG 54933, CIP 106455, AMX 37",0,"Stenotrophomonas acidaminiphila",10
,,,,,6
,,,,,8
140359,BII-R7,"DSM 103927, CECT 9180, LMG 29893",1,"Stenotrophomonas bentonitica",5
17569,DCY-01,"DSM 24757, KCTC 12539, NBRC 101154, CCUG 59870",1,"Stenotrophomonas ginsengisoli",5
132060,"WS 40","DSM 28278, LMG 29942, CIP 111742",1,"Stenotrophomonas indicatrix",5
17532,"67, 810-2","DSM 50170, ATCC 13637, ICPB 2648-67, NCIB 9203, NCTC 10257, CCUG 5866, LMG 958, NCPPB 1974, JCM 1975, BCRC 10737, CCM 1640, CECT 115, CGMCC 1.1788, CIP 60.77, GIFU 418, IAM 12423, IFO 14161, IMET 10402, NBRC 14161, NCIMB 9203, NRC 729, NRRL B-2756, VKM B-591, ACM 497",1,"Stenotrophomonas maltophilia",10
,,,,,6
,,,,,8
17534,,"DSM 21874, ATCC 19374, CCEB 338, CCUG 559 B, CIP 106700, LMG 2195, NCIMB 9428, JCM 13324",0,"Stenotrophomonas maltophilia",10
,,,,,6
,,,,,8
135013,J675Ia,"CIP 107275",0,"Stenotrophomonas maltophilia",10
,,,,,6
,,,,,8
136794,,"CIP 54.90",0,"Stenotrophomonas maltophilia",10
,,,,,6
,,,,,8
137489,X53,"CIP 59.59, ATCC 17445",0,"Stenotrophomonas maltophilia",10
,,,,,6
,,,,,8
137674,MGB,"CIP 104854, ATCC 700475, CCUG 41684, LMG 22072",0,"Stenotrophomonas maltophilia",10
,,,,,6
,,,,,8
137799,,"CIP 101984",0,"Stenotrophomonas maltophilia",10
,,,,,6
,,,,,8
137872,,"CIP 102012",0,"Stenotrophomonas maltophilia",10
,,,,,6
,,,,,8
137938,"37240, 207-86","CIP 102235",0,"Stenotrophomonas maltophilia",10
,,,,,6
,,,,,8
138326,"E 17","CIP 106083",0,"Stenotrophomonas maltophilia",10
,,,,,8
138327,M33,"CIP 106084",0,"Stenotrophomonas maltophilia",10
,,,,,6
,,,,,8
138465,X56,"CIP 59.60, LMG 960, ATCC 17666, CCUG 59958",0,"Stenotrophomonas maltophilia",10
,,,,,8
17555,L2,"CCUG 46888, CIP 107228, LMG 22074, DSM 12575, ATCC BAA-12, JCM 13311",1,"Stenotrophomonas nitritireducens",10
,,,,,6
,,,,,8
13146,,"DSM 19282, ATCC 23328, CCM 284, CIP 103273, JCM 9942, LMG 981, NCIMB 9152, VKM 1240, BCRC 15831, CCEB 322, CCUG 1823, CCUG 3368, KCTC 12497, NCAIM B.01950, NRRL B-2543, VKM B-1240, IMET 10400",1,"Stenotrophomonas pictorum",10
,,,,,8
17560,"e-p10, p69","DSM 14405, ATCC BAA-473, CCUG 54934, JCM 13333, CCUG 47042, CIP 107801",1,"Stenotrophomonas rhizophila",10
,,,,,6
,,,,,8
140908,T5916-2-1b,"JCM 30961, NCIMB 15009",1,"Stenotrophomonas tumulicola",5
14711,,"DSM 20622, ATCC 51725, CCUG 27296, LMG 17755, NCDO 2025, LMG 17296, CIP 82.4",1,"Streptococcus acidominimus",6.5
137044,,"CIP 105119, CCUG 27577",0,"Streptococcus acidominimus",6.5
14713,,"DSM 6784, ATCC 27956, CCUG 34230, NADC 44, CIP 105451",0,"Streptococcus agalactiae",6.5
14714,"ND 2-22","DSM 16828, ATCC 51487, CIP 103768, LMG 15977, JCM 32209",0,"Streptococcus difficilis",6.5
135137,"CHIC 79/25714","CIP 104493",0,"Streptococcus agalactiae",6.5
135178,"D136 C","CIP 82.45, ATCC 12403, CCUG 29782, CNCTC 4/70",0,"Streptococcus agalactiae",6.5
135743,B120,"CIP 108247",0,"Streptococcus agalactiae",6.5
135992,,"CIP 82.43, ATCC 27591",0,"Streptococcus agalactiae",6.5
136503,,"CIP 106391",0,"Streptococcus agalactiae",6.5
136518,,"CIP 106390",0,"Streptococcus agalactiae",6.5
136919,"2603 V/R","CIP 107950, ATCC BAA-611",0,"Streptococcus agalactiae",6.5
137082,"CHIC 83/27874","CIP 104492",0,"Streptococcus agalactiae",6.5
138401,,"CIP 82.41, ATCC 12400, CCUG 29779, CNCTC 58/59",0,"Streptococcus agalactiae",6.5
139264,,"CIP 104971",0,"Streptococcus agalactiae",6.5
170996,"B 130","CIP 105103",0,"Streptococcus agalactiae",6.5
14715,76-84-1,"DSM 5199, ATCC 43492, CCUG 27640, CIP 103224",0,"Streptococcus alactolyticus",6.5
134526,76-84-10,"CIP 105974, ATCC 43493",0,"Streptococcus alactolyticus",6.5
136369,,"CIP 105031, CCUG 223, CNCTC 2/63, LMG 14696, NCTC 8037, CIP 54.38",0,"Streptococcus anginosus",6.5
137427,MG23,"CIP 105058",0,"Streptococcus anginosus",6.5
137428,MG31,"CIP 105060",0,"Streptococcus anginosus",6.5
138151,MG16,"CIP 105052",0,"Streptococcus anginosus",6.5
138152,MG17,"CIP 105053",0,"Streptococcus anginosus",6.5
138153,MG19,"CIP 105054",0,"Streptococcus anginosus",6.5
138154,MG20,"CIP 105055",0,"Streptococcus anginosus",6.5
138155,MG21,"CIP 105056",0,"Streptococcus anginosus",6.5
138156,MG22,"CIP 105057",0,"Streptococcus anginosus",6.5
138158,MG33,"CIP 105062",0,"Streptococcus anginosus",6.5
138159,MG36,"CIP 105063",0,"Streptococcus anginosus",6.5
138178,MG34,"CIP 105157",0,"Streptococcus anginosus",6.5
139323,MG26,"CIP 105059",0,"Streptococcus anginosus",6.5
139324,MG32,"CIP 105061",0,"Streptococcus anginosus",6.5
14717,"Havill III. (R. Lancefield F68A), Havill III, F68A","DSM 20563, ATCC 12395, ATCC 33397, NCTC 10713, CCUG 27298, LMG 14502, JCM 12993, CCUG 35776, CIP 102921, HAMBI 1525, NCFB 2496, NCDO 2496",1,"Streptococcus anginosus subsp. anginosus",6.5
14816,AI-1,"CCUG 45919, CIP 107167, DSM 15627, ATCC 700641, NCTC 13166",1,"Streptococcus australis",6.5
14720,STR-T1,"DSM 20715, ATCC 43496, CCUG 27661, CIP 103223, CNCTC 18/89, NCTC 12191",1,"Streptococcus canis",6.5
137432,"SVA M1794/90","CIP 105347, CCUG 27494",0,"Streptococcus canis",6.5
156938,,"CECT 8872, CCUG 67170",1,"Streptococcus caprae",6.5
14827,M605815/03/2,"DSM 17536, CCUG 48115, CIP 108205",1,"Streptococcus castoreus",6.5
136370,,"CIP 105032, CCUG 4215, NCTC 5389, LMG 14503",0,"Streptococcus constellatus",6.5
138147,EF52,"CIP 105046, CCUG 28199",0,"Streptococcus constellatus",6.5
14795,CR311,"DSM 8249, ATCC 51100, NCTC 12479, CCUG 33481, LMG 16320, JCM 31122, CIP 105954",1,"Streptococcus cristatus",6.5
137467,Matthews,"CIP 56.62",0,"Streptococcus cristatus",6.5
14834,,"DSM 19639, CCUG 47155, CIP 107809",1,"Streptococcus devriesei",6.5
14814,94-11374-1,"DSM 15616, ATCC 700828, CCUG 45419, WADDL 94-11374-1, CIP 106980",1,"Streptococcus didelphis",6.5
136372,"S-C 13","CIP 105026, CCUG 27436",0,"Streptococcus dysgalactiae",6.5
138212,,"CIP 105452, ATCC 27957, JCM 5673, NADC Z-8",0,"Streptococcus dysgalactiae",6.5
139297,12.381,"CIP 105027, CCUG 27441",0,"Streptococcus dysgalactiae",6.5
139680,"C2, Austin","CIP 55.119, NCTC 8546",0,"Streptococcus dysgalactiae",6.5
14799,"0134, 134","DSM 20662, ATCC 43078, NCDO 2023, CCUG 27301, LMG 16023, LMG 15885, CIP 102914",1,"Streptococcus dysgalactiae subsp. dysgalactiae",6.5
14801,,"DSM 23147, CCUG 36637, CCUG 36913, CIP 105120, LMG 16026, NCIMB 701356 (formerly NCFB 1356), NCFB 1356, NCTC 4540",1,"Streptococcus dysgalactiae subsp. equisimilis",6.5
14800,"LRA 06 11 76, LRA 006 11 76","CCUG 4211, LMG 15819, CIP 103684, DSM 6176, ATCC 35666, NCTC 8543",0,"Streptococcus dysgalactiae subsp. equisimilis",6.5
135519,C96,"CIP 105077",0,"Streptococcus dysgalactiae subsp. equisimilis",6.5
135571,"Goodman, G3","CIP 55.120",0,"Streptococcus dysgalactiae subsp. equisimilis",6.5
136371,,"CIP 105034, CCUG 27622, CNCTC 83/50, LMG 15823",0,"Streptococcus dysgalactiae subsp. equisimilis",6.5
136581,"BM 140","CIP 107086",0,"Streptococcus dysgalactiae subsp. equisimilis",6.5
138164,C95,"CIP 105076",0,"Streptococcus dysgalactiae subsp. equisimilis",6.5
138585,C94,"CIP 105075",0,"Streptococcus dysgalactiae subsp. equisimilis",6.5
14809,,"DSM 14446, CCUG 44616, CECT 5353, CIP 107435, LMG 21848, JCM 12180",1,"Streptococcus entericus",6.5
135518,715/90,"CIP 105022, CCUG 27366",0,"Streptococcus equi",6.5
136644,1026,"CIP 107272",0,"Streptococcus equi",6.5
138145,,"CIP 105023, CCUG 27367",0,"Streptococcus equi",6.5
14724,"C 15, C15","DSM 20561, ATCC 33398, NCDO 2493, NCTC 9682, CCUG 23255, LMG 15886, CIP 102910",1,"Streptococcus equi subsp. equi",6.5
14725,"S 34, S34","CCUG 23256, NCTC 4676, CIP 103228, DSM 20727, ATCC 43079, NCDO 1358, NCTC 7023, NBIMCC 2033",1,"Streptococcus equi subsp. zooepidemicus",6.5
136367,,"CIP 105025, CCUG 23258, NCFB 2733",0,"Streptococcus equi subsp. zooepidemicus",6.5
137355,,"CIP 52.209, NBIMCC 2034",0,"Streptococcus equi subsp. zooepidemicus",6.5
137408,3682,"CIP 107273",0,"Streptococcus equi subsp. zooepidemicus",6.5
139258,"NIRD 1956","CIP 105024, CCUG 23257, NCFB 939",0,"Streptococcus equi subsp. zooepidemicus",6.5
14719,"Pearl 11","DSM 20480, ATCC 33317, NCDO 597, NCTC 8177, WDCM 00133, JCM 5802, ACM 3539, CCUG 17828, CCUG 34832, CECT 213, CECT 974, CGMCC 1.2502, CIP 102302, JCM 7877, LMG 8518, NCIMB 700597",0,"Streptococcus equinus",6.5
14811,"SVSJ 13156, SVS J 13156","DSM 15349, CCUG 42692, CIP 10787, CIP 107087, LMG 21849, JCM 12181, KCTC 3876",1,"Streptococcus gallinaceus",6.5
14718,65,"DSM 20065, CIP 107090, NCDO 2477, NCIMB 702477",0,"Streptococcus gallolyticus",6.5
14808,B7,"DSM 13808, CIP 106781",0,"Streptococcus gallolyticus",6.5
135495,"CP 35","CIP 107089, NCDO 2088, NCIMB 702088",0,"Streptococcus gallolyticus",6.5
135903,D204,"CIP 105067",0,"Streptococcus gallolyticus",6.5
136355,2.3,"CIP 104887, ACM 3969, JCM 31120, ATCC 700065, LMG 15572",0,"Streptococcus gallolyticus",6.5
136377,,"CIP 105065",0,"Streptococcus gallolyticus",6.5
136378,D135,"CIP 105066",0,"Streptococcus gallolyticus",6.5
136400,44744,"CIP 105286",0,"Streptococcus gallolyticus",6.5
136401,BIII-2,"CIP 105287",0,"Streptococcus gallolyticus",6.5
137162,"AmMS 119","CIP 103560, ATCC 49147",0,"Streptococcus gallolyticus",6.5
137678,D98,"CIP 105064",0,"Streptococcus gallolyticus",6.5
137679,D295,"CIP 105072",0,"Streptococcus gallolyticus",6.5
138161,D208,"CCUG 46100, CIP 105069",0,"Streptococcus gallolyticus",6.5
138162,D294,"CIP 105071",0,"Streptococcus gallolyticus",6.5
138253,4-D1,"CIP 105885",0,"Streptococcus gallolyticus",6.5
138254,4-C11,"CIP 105886",0,"Streptococcus gallolyticus",6.5
138256,5-F9,"CIP 105887",0,"Streptococcus gallolyticus",6.5
138257,4-G10,"CIP 105888",0,"Streptococcus gallolyticus",6.5
138397,,"CIP 107091, NCIMB 702631, NCDO 2632, JCM 7892",0,"Streptococcus gallolyticus",6.5
139236,"AmMS 236","CIP 103567, ATCC 49475, CCUG 46101",0,"Streptococcus gallolyticus",6.5
139413,,"CIP 105284",0,"Streptococcus gallolyticus",6.5
139414,22-17,"CIP 105285",0,"Streptococcus gallolyticus",6.5
14821,,"DSM 16831, ACM 3611, CCUG 35224, CIP 105428, JCM 10005, LMG 16802, CIP 105425, NCTC 13773",1,"Streptococcus gallolyticus subsp. gallolyticus",6.5
14819,ACA-DC-206,"CCUG 39970, ACA-DC 206, LMG LAB 617, CIP 105683, ATCC BAA-249, DSM 15879, JCM 11119, LMG 18488, NCTC 13767",1,"Streptococcus gallolyticus subsp. macedonicus",6.5
134543,,"CIP 106080",0,"Streptococcus gallolyticus subsp. macedonicus",6.5
134544,,"CIP 106081",0,"Streptococcus gallolyticus subsp. macedonicus",6.5
135921,,"CIP 106079, NZRCC 20100",0,"Streptococcus gallolyticus subsp. macedonicus",6.5
136478,,"CIP 106082",0,"Streptococcus gallolyticus subsp. macedonicus",6.5
14813,,"DSM 15351, CIP 107122, CCUG 46150, NEM 1202, JCM 12261, KCTC 3878, LMG 22270",1,"Streptococcus gallolyticus subsp. pasteurianus",6.5
137442,D210,"CIP 105070",0,"Streptococcus gallolyticus subsp. pasteurianus",6.5
137680,D363,"CIP 105073, CCUG 46097",0,"Streptococcus gallolyticus subsp. pasteurianus",6.5
138160,,"CIP 105068, CCUG 46099",0,"Streptococcus gallolyticus subsp. pasteurianus",6.5
138163,,"CIP 105074, CCUG 46098",0,"Streptococcus gallolyticus subsp. pasteurianus",6.5
138471,AmMS207,"CIP 103565, ATCC 49133",0,"Streptococcus gallolyticus subsp. pasteurianus",6.5
14790,"SK3, SK 3","DSM 6777, ATCC 10558, CIP 105258, NCTC 7865, JCM 12995, CCUG 25608, CCUG 33482, CCUG 35801, LMG 14518",1,"Streptococcus gordonii",6.5
136743,GN72,"LMG 14549, CIP 105038, CCUG 28204",0,"Streptococcus gordonii",6.5
137101,H11,"CIP 55.121",0,"Streptococcus gordonii",6.5
139476,BM120,"CIP 105336",0,"Streptococcus gordonii",6.5
14823,,"DSM 17028, CCUG 48324, CIP 108195, SAC M512/02/01",1,"Streptococcus halichoeri subsp. halichoeri",6.5
133156,HTS9,"DSM 101996, CGMCC 1.15532",1,"Streptococcus halotolerans",9
160198,28462,"DSM 107951, CCUG 72762, NCTC 14183, DSM 107591",1,"Streptococcus hillyeri",6.5
138648,S109,"CIP 105805, ATCC 49170",0,"Streptococcus hyointestinalis",6.5
14802,"SHV515, SHV 515","DSM 12219, LMG 14710, CCUG 37866, CIP 105517",1,"Streptococcus hyovaginalis",6.5
145455,,"CCUG 28590, CIP 105142, NCTC 11291",0,"Streptococcus hyovaginalis",6.5
134545,,"CIP 106107, HDP 99070",0,"Streptococcus infantarius",6.5
136477,,"CIP 106105, NCDO 2602, JCM 7890, HDP 90247",0,"Streptococcus infantarius",6.5
137714,"MPRL 2404","CIP 106106, NCTC 8133, CCUG 4214, BR 7, HDP 98246",0,"Streptococcus infantarius",6.5
14833,,"DSM 22957, CCUG 47831, CCUG 48464, NCIMB 700964 (formerly NCDO 964), NCIMB 700964, JCM 7889, CIP 108103, HDP 90246, NCDO 964, UQM 3559",1,"Streptococcus infantarius subsp. coli",6.5
14832,,"NCIMB 700599, BR 6, DSM 22960, ATCC BAA-102, CCUG 43820, CIP 103233, HDP 90056, NCDO 599, NCFB 599, NCIMB 700599 (formerly NCDO 599)",1,"Streptococcus infantarius subsp. infantarius",6.5
14806,O-122,"DSM 12492, ATCC 700779, JCM 10157, CCUG 39817, LMG 18720, GTC 849, CCM 7373, CIP 105949",1,"Streptococcus infantis",6.5
14731,PW,"CCUG 27303, LMG 14520, DSM 20576, ATCC 29178, CECT 7363, CIP 102508, NCDO 2722",1,"Streptococcus iniae",6.5
138246,BU,"CIP 105804, ATCC 29177, CCUG 27623, CNCTC 8/84, LMG 14521",0,"Streptococcus iniae",6.5
138827,"ND 2-16","CIP 103769, ATCC 51499",0,"Streptococcus iniae",6.5
14732,1877,"DSM 20573, ATCC 27335, CIP 103248, CCUG 32759, NCTC 11324, CCUG 17827, JCM 12996, VPI 3372A, CECT 803, LMG 14510, LMG 17840, NCFB 2227, VPI 3372-A, NCDO 2227",1,"Streptococcus intermedius",6.5
138149,NHM2,"LMG 14548, CIP 105039, CCUG 28203",0,"Streptococcus intermedius",6.5
14812,"D56, S182","CCUG 46149, DSM 15350, CIP 106849, NEM 782, KCTC 3877",1,"Streptococcus lutetiensis",6.5
14835,M54/01/1,"DSM 18627, CCUG 48494, CIP 108309, SAC M54/01/1",1,"Streptococcus marimammalium",6.5
14830,4401825,"DSM 18628, CCUG 49690, CIP 108498",1,"Streptococcus massiliensis",6.5
14844,WUE3771,"DSM 19192, CCUG 54871",1,"Streptococcus merionis",<6.5
14825,ON59,"DSM 17118, CCUG 47487, LMG 21734, CIP 108314",1,"Streptococcus minor",6.5
14734,"NS 51, SK142, SK 142, NS51","DSM 12643, ATCC 49456, JCM 12971, KCTC 13047, NCTC 12261, CCM 7411, CCUG 31611, CCUG 35790, CIP 103335, KCTC 3556, LMG 14557, NBRC 106071, NCIMB 13770, CCUG 27308",1,"Streptococcus mitis",6.5
138140,9756,"CIP 104996",0,"Streptococcus mitis",6.5
139257,10381,"CIP 104997",0,"Streptococcus mitis",6.5
153039,SS-1725,"CCUG 48365, CIP 108229, LMG 21535",0,"Streptococcus mitis",6.5
14736,"EML 1738","DSM 20523, ATCC 25175, IFO 13955, NBRC 13955, NCDO 2062, NCTC 10449, JCM 5705, BCRC 10793, BIOTECH 10528, CCM 6067, CCUG 11877, CCUG 17824, CCUG 6519, CECT 479, CIP 103220, HAMBI 1519, KCTC 3065, LMG 13654, LMG 14558, NCIMB 702062, VTT E-011803, PCM 2502",1,"Streptococcus mutans",6.5
14735,"LRA 28 02 81, LRA 028 02 81","DSM 6178, ATCC 35668, CCUG 35176, CIP 103694",0,"Streptococcus mutans",6.5
138139,10595,"CIP 104995",0,"Streptococcus mutans",6.5
136742,SK2,"CIP 103216, ATCC 10557, NCDO 2061, NCTC 7864, CCUG 24892, CCUG 25609, LMG 14533, LMG 14649",0,"Streptococcus oralis",6.5
136879,OR4,"CIP 104985",0,"Streptococcus oralis",6.5
137291,OR8,"CIP 105159",0,"Streptococcus oralis",6.5
138179,OR7,"CIP 105158",0,"Streptococcus oralis",6.5
14740,"LVG/l, PB182, PB 182","DSM 20627, ATCC 35037, KCTC 13048, NCTC 11427, NBRC 113011, JCM 12997, CCUG 13229, CCUG 24891, CCUG 25610, CECT 907, CIP 102922, LMG 14532, KCTC 3285, NCDO 2680",1,"Streptococcus oralis subsp. oralis",6.5
14815,A63,"DSM 15617, ATCC 700640, CCUG 43577, CIP 106965",1,"Streptococcus orisratti",6.5
14820,S369-98-1,"DSM 16829, CCUG 39485, CIP 107097, LMG 19174",1,"Streptococcus ovis",6.5
157127,,"CCUG 69612, CECT 9179",1,"Streptococcus ovuberis",6.5
140230,"TA 26, TA26","DSM 102135, CGMCC 1.15667",1,"Streptococcus pantholopis",6.5
14788,"BC45 RH","DSM 6631, NCDO 2020, CCUG 39954, NCIMB 702020, CIP 103956",1,"Streptococcus parauberis",6.5
158794,,"CECT 8596, DSM 26545, CAIM 1838, CIP 111643",1,"Streptococcus penaeicida",6-10
14807,O-66,"CCUG 39814, GTC 848, DSM 12493, ATCC 700780, JCM 10158, CCM 7374, CIP 105950, LMG 18719",1,"Streptococcus peroris",6.5
136334,8026L2,"CIP 104666",0,"Streptococcus phocae",6.5
14817,"8399H1, 8399H1T","DSM 15635, ATCC 51973, CCUG 35103, LMG 16735, NCTC 12719, SVL 8399 H1, CIP 104665",1,"Streptococcus phocae subsp. phocae",6.5
14818,T70,"DSM 15636, ATCC 700864, CIP 106120, LMG 14177, NCIMB 13699, CCUG 43803",1,"Streptococcus pluranimalium",6.5
138157,,"CIP 105141, CCUG 28589, LMG 14257, NCTC 11290",0,"Streptococcus pluranimalium",6.5
14749,"SV 1, SV1","DSM 20566, ATCC 33400, NCTC 7465, CCUG 28588, LMG 14545, CIP 102911",1,"Streptococcus pneumoniae",6.5
14747,,"DSM 14377, ATCC 6303, CCUG 33062, CIP 104225",0,"Streptococcus pneumoniae",6.5
14750,"Jorgensen 262, 262","DSM 24048, ATCC 49619, CCM 4501, CCUG 33638, DSM 11967, LMG 15155, CIP 104340, NCTC 12977",0,"Streptococcus pneumoniae",6.5
134484,"SSISP 9V/2","CIP 106549",0,"Streptococcus pneumoniae",6.5
134573,"SSISP 10B/2","CIP 106552",0,"Streptococcus pneumoniae",6.5
134574,"SSISP 10C/2","CIP 106553",0,"Streptococcus pneumoniae",6.5
134575,"SSISP 16 A/1","CIP 106569",0,"Streptococcus pneumoniae",6.5
134576,"SSISP 25 A/2","CIP 106591",0,"Streptococcus pneumoniae",6.5
134577,"SSISP 37/1","CIP 106610",0,"Streptococcus pneumoniae",6.5
134578,"SSISP 38/2","CIP 106611",0,"Streptococcus pneumoniae",6.5
134579,"SSISP 39/2","CIP 106612",0,"Streptococcus pneumoniae",6.5
134580,"SSISP 40/2","CIP 106613",0,"Streptococcus pneumoniae",6.5
134585,950672,"CIP 106671",0,"Streptococcus pneumoniae",6.5
134731,5L,"CIP 57.3",0,"Streptococcus pneumoniae",6.5
135142,"Caen 10108","CIP 106777",0,"Streptococcus pneumoniae",6.5
135217,"SSISP 4/3","CIP 106537",0,"Streptococcus pneumoniae",6.5
135218,"SSISP 5/2","CIP 106538",0,"Streptococcus pneumoniae",6.5
135219,"SSISP 6A/2","CIP 106539",0,"Streptococcus pneumoniae",6.5
135220,"SSISP 7A/2","CIP 106542",0,"Streptococcus pneumoniae",6.5
135221,"SSISP 12 B/1","CIP 106561",0,"Streptococcus pneumoniae",6.5
135222,"SSISP 19 C/2","CIP 106579",0,"Streptococcus pneumoniae",6.5
135223,"SSISP 33 B/2","CIP 106601",0,"Streptococcus pneumoniae",6.5
135288,"Am MS 208","CIP 103566, ATCC 49136",0,"Streptococcus pneumoniae",6.5
135930,"SSISP 10A/3","CIP 106551",0,"Streptococcus pneumoniae",6.5
135932,"SSISP 25 F/2","CIP 106590",0,"Streptococcus pneumoniae",6.5
135933,"SSISP 28 A/1","CIP 106594",0,"Streptococcus pneumoniae",6.5
136315,"CNRP 8906","CIP 104486",0,"Streptococcus pneumoniae",6.5
136390,"D 39","CIP 105179, NCTC 7466",0,"Streptococcus pneumoniae",6.5
136417,"SSISP 36/2","CIP 106609",0,"Streptococcus pneumoniae",6.5
136455,C604,"CIP 105880, CIP 105687",0,"Streptococcus pneumoniae",6.5
136523,"SSISP 9N/2","CIP 106548",0,"Streptococcus pneumoniae",6.5
136537,"SSISP 1/2","CIP 106534",0,"Streptococcus pneumoniae",6.5
136538,"SSISP 3/4","CIP 106536",0,"Streptococcus pneumoniae",6.5
136539,"SSISP 33 F/2","CIP 106599",0,"Streptococcus pneumoniae",6.5
136540,"SSISP 48/2","CIP 106623",0,"Streptococcus pneumoniae",6.5
136878,Q1496,"CIP 104121",0,"Streptococcus pneumoniae",6.5
137072,"CNRP 40984","CIP 104470",0,"Streptococcus pneumoniae",6.5
137079,"CNRP 4241","CIP 104489",0,"Streptococcus pneumoniae",6.5
137080,"CNRP 4266","CIP 104490",0,"Streptococcus pneumoniae",6.5
137081,"CNRP 40270","CIP 104491",0,"Streptococcus pneumoniae",6.5
137280,,"CIP 53.145, CCUG 8435",0,"Streptococcus pneumoniae",6.5
137283,,"CIP 53.146",0,"Streptococcus pneumoniae",6.5
137361,"SSISP 16 F/2","CIP 106568",0,"Streptococcus pneumoniae",6.5
137668,"CNRP 43647","CIP 104469",0,"Streptococcus pneumoniae",6.5
138357,950673,"CIP 106498",0,"Streptococcus pneumoniae",6.5
138514,"SSISP 10F/2","CIP 106550",0,"Streptococcus pneumoniae",6.5
138695,"CNRP 18316","CIP 104481",0,"Streptococcus pneumoniae",6.5
138834,Henrique,"CIP 57.4",0,"Streptococcus pneumoniae",6.5
138889,"BM 4200","CIP 103908",0,"Streptococcus pneumoniae",6.5
138890,Heidelberger,"CIP A146",0,"Streptococcus pneumoniae",6.5
139133,"SSISP 2/2","CIP 106535",0,"Streptococcus pneumoniae",6.5
139340,"SSISP 7F/3","CIP 106541",0,"Streptococcus pneumoniae",6.5
139341,"SSISP 7B/2","CIP 106543",0,"Streptococcus pneumoniae",6.5
139342,"SSISP 7C/2","CIP 106544",0,"Streptococcus pneumoniae",6.5
139343,"SSISP 8/3","CIP 106545",0,"Streptococcus pneumoniae",6.5
139344,"SSISP 9A/1","CIP 106546",0,"Streptococcus pneumoniae",6.5
139345,"SSISP 9L/3","CIP 106547",0,"Streptococcus pneumoniae",6.5
