ID,designation_header,strain_number_header,is_type_strain_header,species,"Salt concentration"
139347,"SSISP 11F/2","CIP 106554",0,"Streptococcus pneumoniae",6.5
139348,"SSISP 11A/2","CIP 106555",0,"Streptococcus pneumoniae",6.5
139349,"SSISP 11B/2","CIP 106556",0,"Streptococcus pneumoniae",6.5
139350,"SSISP 11 C/1","CIP 106557",0,"Streptococcus pneumoniae",6.5
139351,"SSISP 11 D/1","CIP 106558",0,"Streptococcus pneumoniae",6.5
139352,"12 F/3","CIP 106559",0,"Streptococcus pneumoniae",6.5
139353,"SSISP 12 A/3","CIP 106560",0,"Streptococcus pneumoniae",6.5
139354,"SSISP 13/2","CIP 106562",0,"Streptococcus pneumoniae",6.5
139355,"SSISP 14/2","CIP 106563",0,"Streptococcus pneumoniae",6.5
139356,"SSISP 15 F/3","CIP 106564",0,"Streptococcus pneumoniae",6.5
139357,"SSISP 15 A/2","CIP 106565",0,"Streptococcus pneumoniae",6.5
139358,"SSISP 15 B/2","CIP 106566",0,"Streptococcus pneumoniae",6.5
139360,"SSISP 15 C/2","CIP 106567",0,"Streptococcus pneumoniae",6.5
139362,"SSISP 17 F/2","CIP 106570",0,"Streptococcus pneumoniae",6.5
139363,"SSISP 17 A/2","CIP 106571",0,"Streptococcus pneumoniae",6.5
139364,"SSISP 18 F/2","CIP 106572",0,"Streptococcus pneumoniae",6.5
139365,"SSISP 18 A/2","CIP 106573",0,"Streptococcus pneumoniae",6.5
139366,"SSISP 18 B/2","CIP 106574",0,"Streptococcus pneumoniae",6.5
139367,"SSISP 18 C/2","CIP 106575",0,"Streptococcus pneumoniae",6.5
139368,"SSISP 19 F/3","CIP 106576",0,"Streptococcus pneumoniae",6.5
139369,"SSISP 19 A/2","CIP 106577",0,"Streptococcus pneumoniae",6.5
139370,"SSISP 19 B/2","CIP 106578",0,"Streptococcus pneumoniae",6.5
139371,"SSISP 21/3","CIP 106581",0,"Streptococcus pneumoniae",6.5
139372,"SSISP 22 F/2","CIP 106582",0,"Streptococcus pneumoniae",6.5
139373,"SSISP 22 A/2","CIP 106583",0,"Streptococcus pneumoniae",6.5
139374,"SSISP 23 F/2","CIP 106584",0,"Streptococcus pneumoniae",6.5
139375,"SSISP 23 A/2","CIP 106585",0,"Streptococcus pneumoniae",6.5
139376,"SSISP 23 B/2","CIP 106586",0,"Streptococcus pneumoniae",6.5
139377,"SSISP 24 F/2","CIP 106587",0,"Streptococcus pneumoniae",6.5
139378,"SSISP 24 A/2","CIP 106588",0,"Streptococcus pneumoniae",6.5
139379,"SSISP 24 B/2","CIP 106589",0,"Streptococcus pneumoniae",6.5
139380,"SSISP 27/2","CIP 106592",0,"Streptococcus pneumoniae",6.5
139381,"SSISP 28 F/2","CIP 106593",0,"Streptococcus pneumoniae",6.5
139382,"SSISP 29/2","CIP 106595",0,"Streptococcus pneumoniae",6.5
139383,"SSISP 31/2","CIP 106596",0,"Streptococcus pneumoniae",6.5
139384,"SSISP 32 F/2","CIP 106597",0,"Streptococcus pneumoniae",6.5
139385,"SSISP 32 A/2","CIP 106598",0,"Streptococcus pneumoniae",6.5
139386,"SSISP 33 A/3","CIP 106600",0,"Streptococcus pneumoniae",6.5
139387,"SSISP 33 C/2","CIP 106602",0,"Streptococcus pneumoniae",6.5
139388,"SSISP 33 D/2","CIP 106603",0,"Streptococcus pneumoniae",6.5
139389,"SSISP 34/2","CIP 106604",0,"Streptococcus pneumoniae",6.5
139390,"SSISP 35 F/2","CIP 106605",0,"Streptococcus pneumoniae",6.5
139391,"SSISP 35 A/3","CIP 106606",0,"Streptococcus pneumoniae",6.5
139393,"SSISP 35 B/2","CIP 106607",0,"Streptococcus pneumoniae",6.5
139394,"SSISP 35 C/2","CIP 106608",0,"Streptococcus pneumoniae",6.5
139395,"SSISP 41 F/2","CIP 106614",0,"Streptococcus pneumoniae",6.5
139396,"SSISP 41 A/2","CIP 106615",0,"Streptococcus pneumoniae",6.5
139397,"SSISP 42/2","CIP 106616",0,"Streptococcus pneumoniae",6.5
139398,"SSISP 43/3","CIP 106617",0,"Streptococcus pneumoniae",6.5
139399,"SSISP 45/2","CIP 106619",0,"Streptococcus pneumoniae",6.5
139400,"SSISP 46/2","CIP 106620",0,"Streptococcus pneumoniae",6.5
139401,"SSISP 47 F/1","CIP 106621",0,"Streptococcus pneumoniae",6.5
139402,"SSISP 47 A/1","CIP 106622",0,"Streptococcus pneumoniae",6.5
139403,"SSISP 44/3","CIP 106618",0,"Streptococcus pneumoniae",6.5
139461,,"CIP 69.2, CIP A6",0,"Streptococcus pneumoniae",6.5
139496,"SSISP 20/2","CIP 106580",0,"Streptococcus pneumoniae",6.5
139565,"CNRP 6254","CIP 104487",0,"Streptococcus pneumoniae",6.5
139586,"SSISP 6B/3","CIP 106540",0,"Streptococcus pneumoniae",6.5
135538,"7155A, SS-1057","CIP 104389",0,"Streptococcus porcinus",6.5
135541,"SS-995, A1","CIP 104387",0,"Streptococcus porcinus",6.5
135542,"5916T, SS-997","CIP 104388",0,"Streptococcus porcinus",6.5
136302,"SS-9, K129","CIP 104384",0,"Streptococcus porcinus",6.5
136304,"SS-740, U-10","CIP 104385",0,"Streptococcus porcinus",6.5
136305,"SS-1024, A127","CIP 104386",0,"Streptococcus porcinus",6.5
139241,54/851,"CIP 104338, ATCC 14024, NCTC 9824, CCUG 7982",0,"Streptococcus porcinus",6.5
14831,"O 108, 0108","DSM 18670, ATCC BAA-960, CCUG 49455, CIP 108659, CDC SS-1757",1,"Streptococcus pseudopneumoniae",6.5
14758,"SF 130, T1, SF 130/13, TI","DSM 20565, ATCC 12344, NCTC 8198, JCM 5674, BCRC 14758, CCUG 12701, CCUG 4207, CECT 985, CGMCC 1.8868, CIP 56.41, NCDO 2381, NCDO 2726, NCIMB 11841, IMET 3002",1,"Streptococcus pyogenes",10
,,,,,6
,,,,,6.5
,,,,,8
14757,Bruno,"DSM 11728, ATCC 19615, CIP 104226, CCUG 33061, CCM 7418",0,"Streptococcus pyogenes",6.5
134409,"T5 B","CIP 56.46, ATCC 12347, IMET 3021, NCTC 8193",0,"Streptococcus pyogenes",6.5
134566,73,"CIP 106462",0,"Streptococcus pyogenes",6.5
135305,"S 43/78","CIP 56.47, IMET 3024, NCTC 8302, CCUG 12706",0,"Streptococcus pyogenes",6.5
135715,"AYN W28, A814/4","CIP 81.98",0,"Streptococcus pyogenes",6.5
136379,A498,"CIP 105079",0,"Streptococcus pyogenes",6.5
136535,29,"CIP 106521",0,"Streptococcus pyogenes",6.5
136574,02C1061,"CIP 107003",0,"Streptococcus pyogenes",6.5
136697,"Digonnet 7","CIP 56.1",0,"Streptococcus pyogenes",6.5
136937,A456,"CIP 108246",0,"Streptococcus pyogenes",6.5
137053,58,"CIP 106522",0,"Streptococcus pyogenes",6.5
138371,GAS-MA38,"CIP 106883",0,"Streptococcus pyogenes",6.5
138372,GAS-MAS5,"CIP 106884",0,"Streptococcus pyogenes",6.5
138388,02C1110,"CIP 107002",0,"Streptococcus pyogenes",6.5
140411,GUT-187,"DSM 104980, JCM 31869",1,"Streptococcus ruminantium",6.5
14765,275,"DSM 20560, ATCC 7073, NCTC 8618, JCM 5707, BCRC 17388, CCM 4046, CCUG 11878, CCUG 17825, CCUG 50207, CECT 805, CIP 102503, HAMBI 1716, LMG 11489, NCFB 1779, NCIMB 701779, IMET 3163, NCDO 1779",1,"Streptococcus salivarius",6.5
136105,"C699, S30D","CIP 102505, ATCC 13419, CCUG 33776",0,"Streptococcus salivarius",6.5
138138,10871,"CIP 104994",0,"Streptococcus salivarius",6.5
14767,,"DSM 20567, ATCC 10556, JCM 5708, CCUG 17826, CECT 480, CIP 55.128, KCTC 3284, LMG 14702, NCFB 2064, NCIMB 702064, NCTC 7863, NCDO 2064",1,"Streptococcus sanguinis",6.5
136469,BM90,"CIP 106127",0,"Streptococcus sanguinis",6.5
14810,"HKU4, HKU 4","DSM 14990, LMG 21517, CIP 107480",1,"Streptococcus sinensis",6.5
135141,SP27,"CIP 105905",0,"Streptococcus suis",6.5
135240,SP47,"CIP 104094",0,"Streptococcus suis",6.5
135341,219/92,"CIP 104089",0,"Streptococcus suis",6.5
135396,204/91,"CIP 104091",0,"Streptococcus suis",6.5
135397,925,"CIP 104093",0,"Streptococcus suis",6.5
135399,460,"CIP 104092",0,"Streptococcus suis",6.5
135468,178,"CIP 104088",0,"Streptococcus suis",6.5
135480,SP54,"CIP 105906",0,"Streptococcus suis",6.5
135527,SP6,"CIP 105904",0,"Streptococcus suis",6.5
135950,SP14,"CIP 105909",0,"Streptococcus suis",6.5
136404,"SP 56","CIP 105908",0,"Streptococcus suis",6.5
137058,324/92,"CIP 104090",0,"Streptococcus suis",6.5
138263,SP34,"CIP 105907",0,"Streptococcus suis",6.5
14786,"(B of R), B of R","CCUG 21957, LMG 6896, CCTM 3104, DSM 20617, ATCC 19258, NCDO 573, NCIB 8510, WDCM 00134, JCM 17834, BCRC 13869, CECT 986, CIP 102303, GIFU 8593, KCTC 3658, LMG 13102, NCIMB 8510, NRIC 0256, VTT E-96665, NCTC 12958",1,"Streptococcus thermophilus",6.5
14785,"LRA 094 11 78, A1","DSM 20479, NCDO 489, NCIB 8779, CCUG 35458, LMG 13101, LMG 13048, CIP 103719, NCIMB 8779",0,"Streptococcus thermophilus",6.5
134805,TJ,"CIP 67.57, NCDO 1611, NCDO 2564, CNRZ 160",0,"Streptococcus thermophilus",6.5
136971,1,"CIP 66.31",0,"Streptococcus thermophilus",6.5
137122,,"CIP 67.56, NCDO 2563, CNRZ 21",0,"Streptococcus thermophilus",6.5
138719,10,"CIP 105446, ATCC 19987",0,"Streptococcus thermophilus",6.5
14804,S69,"DSM 12221, LMG 13593, CIP 105518",1,"Streptococcus thoraltensis",6.5
14787,,"DSM 20569, ATCC 19436, CCUG 17930, JCM 5709, NCDO 2038, NCTC 3858, BCRC 12579, CCUG 27579, CECT 994, CIP 103219, LMG 9465, NCIMB 702038",1,"Streptococcus uberis",6.5
136389,,"CIP 105801, ATCC 9927, NCDO 2055, CCUG 37983",0,"Streptococcus uberis",6.5
136445,223,"CIP 105802, ATCC 13387, NCDO 2058",0,"Streptococcus uberis",6.5
136446,U6,"CIP 105803, ATCC 13386, NCDO 2056",0,"Streptococcus uberis",6.5
137359,,"CIP 104984",0,"Streptococcus uberis",6.5
138211,,"CIP 105450, ATCC 27958, NADC C-1",0,"Streptococcus uberis",6.5
14822,,"DSM 16830, CCUG 41590, CIP 106463, CDC 2285-97",1,"Streptococcus urinalis",6.5
14794,MM1,"CCUG 24893, CIP 103363, LMG 13516, CCM 7438, BCRC 14734, KCTC 3650, DSM 5636, ATCC 49124, NCTC 12166",1,"Streptococcus vestibularis",6.5
135476,OV71-83,"CIP 105035, CCUG 24683",0,"Streptococcus vestibularis",6.5
138150,,"CIP 105040, CCUG 24684, LMG 14645",0,"Streptococcus vestibularis",6.5
1569,H96B60,"DSM 22440, CGMCC 1.7733",1,"Streptohalobacillus salinus",7
135082,,"CIP 107979, DSM 44588, CCTCC AA 001013, CCRC 16312, JCM 12680, YIM 90003",1,"Streptomonospora alba",10
,,,,,8
11251,,"DSM 45171, CCTCC AA 208048, YIM 91353",1,"Streptomonospora amylolytica",05-20
,,,,,10
11231,S186,"DSM 45083, CGMCC 4.2057, JCM 16007",1,"Streptomonospora arabica",5
11252,,"DSM 45155, CCTCC AA 208047, YIM 91394, JCM 31753",1,"Streptomonospora flavalba",05-25
,,,,,10
11250,,"DSM 45075, KCTC 19236, YIM 91355, JCM 18123",1,"Streptomonospora halophila",05-20
,,,,,10
11244,,"DSM 44593, CCRC 16284, CCTCC 99003, YIM 90002, JCM 11823, BCRC 16284, CIP 107368, KCTC 19919, NBRC 105862",1,"Streptomonospora salina",6
,,,,,8-10
16142,AS-803,"DSM 40831, ATCC 12766, CBS 487.62, NRRL B-1518, RIA 497, JCM 4002, BCRC 12461, CGMCC 4.1662, CIP 108146, IFO 13860, KCTC 9662, KCTC 9741, NBIMCC 1606, NBRC 13860, NCB 260, NRRL B-2113, PCM 2364, CCRC 12461, KCC S-0002, IAM 0001, AS 4.1162, CGMCC 4.1162",1,"Streptomyces abikoensis",10
,,,,,5
,,,,,6
,,,,,8
140494,"WH-9, IMER00657","NBRC 109810, KACC 17197, DSM 111621",1,"Streptomyces adustus",5
14888,13246,"DSM 40478, ATCC 14698, CBS 698.72, IFO 13397, ISP 5478, JCM 4715, KCC S-0715, NBRC 13397, RIA 1358, CECT 3226, CGMCC 4.1580, IMSNU 20132, KCTC 1741, MTCC 924, NRRL B-3605, VKM Ac-1753",1,"Streptomyces albaduncus",5
14904,Duch,"DSM 40455, ATCC 25422, CBS 416.34, CBS 920.69, IFO 13010, ISP 5455, JCM 4446, NBRC 13010, NRRL B-1271, RIA 1202, BCRC 13699, CGMCC 4.1291, CIP 105122, ICMP 12537, IMSNU 20133, IMSNU 21006, KCTC 9202, LMG 19300, MTCC 932, NBIMCC 2386, NCIMB 10043, NRRL B-2663, VKM Ac-746, VTT E-991429, KCC S-0466",1,"Streptomyces albidoflavus",7.5
14889,8110,"DSM 40001, ATCC 19736, CBS 474.68, DSM 41156, IFO 12751, IMRU 3782, ISP 5001, JCM 4196, JCM 4568, KCC S-0196, KCC S-0568, NBRC 12751, NRRL 2419, RIA 1016, SC 3069, BCRC 12206, CGMCC 4.1681, IMET 43077, LMG 8567, MTCC 1104, VKM Ac-732",0,"Streptomyces albidoflavus",5
14890,"Söt. 26","DSM 40130, ATCC 19752, CBS 491.68, IFO 12766, ISP 5130, KCC S-0368, NBRC 12766, RIA 1033, JCM 4368, BCRC 11471, CGMCC 4.1677, LMG 8569, NCIMB 12974, NRRL B-16606, VKM Ac-722",0,"Streptomyces albidoflavus",7.5
14891,"Bö. Br. 136","DSM 40131, ATCC 19778, CBS 531.68, IFO 12790, ISP 5131, JCM 4393, NBRC 12790, RIA 1058, BCRC 13700, KCTC 9033, LMG 8570, NCIMB 12976, NRRL B-5413, VKM Ac-850",0,"Streptomyces albidoflavus",7.5
14892,,"DSM 40233, ATCC 23899, CBS 210.27, CBS 795.68, CUB 100, IFO 12854, ISP 5233, JCM 4357, NBRC 12854, RIA 1173, CCUG 11110, BCRC 12067, CGMCC 4.1658, KACC 20100, LMG 8571, NCAIM B.02135, NCIMB 9798, NRRL B-2812, PCM 2324, VKM Ac-738, VTT E-001625",0,"Streptomyces albidoflavus",7.5
14903,,"DSM 40394, ATCC 25495, CBS 955.69, ETH 23691, IFO 13083, IMRU 3371, ISP 5394, JCM 4515, KCC S-0515, NBRC 13083, RIA 1275, BCRC 13705, KACC 20132, LMG 8574, NRRL B-12325, VKM Ac-851, VTT E-073026",0,"Streptomyces albidoflavus",7.5
14934,"5045, 3008","DSM 40045, ATCC 12626, ATCC 23874, CBS 613.68, IFO 13196, IMRU 3008, ISP 5045, NBRC 13196, RIA 1112, JCM 4615, BCRC 13664, CGMCC 4.1461, CIP 104427, IFO 3438, IMET 42936, KCTC 9674, LMG 19364, NBRC 3438, NRRL B-1273, NRRL B-2373, VKM Ac-972, KCC S-0615",1,"Streptomyces alboflavus",5
14936,7-A,"DSM 40003, ATCC 23875, CBS 614.68, ETH 16834, IFO 12834, ISP 5003, JCM 4004, JCM 4616, NBRC 12834, NRRL B-1305, RIA 1101, BCRC 12230, CGMCC 4.0565, CIP 104424, CIP 104428, HUT 6045, IFO 3413, IFO 3709, KCTC 9675, MTCC 2524, NBRC 3413, NBRC 3709, NCIMB 9604, VKM Ac-1200, VTT E-01260, KCC S-0004",1,"Streptomyces albogriseolus",5
132341,XY25,"DSM 103384, CCTCC AA 2015019, KCTC 39571",1,"Streptomyces alfalfae",8
14971,,"DSM 40219, ATCC 23876, CBS 615.68, IFO 12835, ISP 5219, JCM 4167, JCM 4617, NBRC 12835, RIA 1163, BCRC 13797, CGMCC 4.1462, KCTC 9753, LMG 19350, NRRL B-3351, VKM Ac-995",1,"Streptomyces amakusaensis",5
16326,,"DSM 41683, ATCC 15484, IAM 6A-704, IFO 3934, JCM 4053, KCC S-0053, NBRC 3934, NRRL B-2347, CGMCC 4.1918, CIP 106838, KCTC 1089, NRRL B-3306, VTT E-072759",1,"Streptomyces angustmyceticus",10
,,,,,8
16195,,"DSM 41461, ATCC 43693, INMI 97, VKM Ac-315, JCM 9094, NBRC 100767, NRRL B-24330, VTT E-072716",0,"Streptomyces antimycoticus subsp. sporoclivatus",7.5
159778,,"KCTC 39610, CCTCC AA 2015009, TRM 46399",1,"Streptomyces aqsuensis",5
16146,,"DSM 40527, ATCC 27417, CBS 731.72, IFO 13430, ISP 5527, JCM 4543, JCM 4722, NBRC 13430, NRRL 2817, RIA 1391, UC 2500, BCRC 12319, CECT 3254, CGMCC 4.1670, CIP 108147, KCTC 9887, NBIMCC 1592, NCB 99, VKM Ac-930, CCRC 12319, KCC S-0722, AS 4.167",1,"Streptomyces ardus",10
,,,,,6
,,,,,8
16466,,"DSM 41953, CCTCC AA 208059, YIM 63135, JCM 19150",1,"Streptomyces artemisiae",<5
16468,"A-9814, BL-504, KK 317, MA 6475, KK317","DSM 40822, ATCC 14891, CGMCC AS 4.1388, IFO 13981, JCM 4964, KCC S-0964, NBRC 13981, BCRC 11823, CECT 3139, CIP 106837, IFM 1253, HUT 6598",1,"Streptomyces ascomycinicus",10
,,,,,6
,,,,,8
16189,,"DSM 41452, INMI 16, JCM 6912, VKM Ac-40, BCRC 16848, CGMCC 4.1605, IFO 15872, NBRC 15872, NRRL B-24328",1,"Streptomyces calvus",7.5
15005,,"DSM 40137, ATCC 19725, CBS 464.68, IFO 12741, INA 4776/54, ISP 5137, NBRC 12741, RIA 1006, CCUG 11112, CIP 108257, JCM 4345, BCRC 12073, CECT 3316, CGMCC 4.1405, IMET 43088, INA 4776, LMG 19306, NRRL ISP-5137, VKM Ac-970, VTT E-052933, CBS 464-68, IPV 1612",1,"Streptomyces atroolivaceus",10
,,,,,8
16201,,"DSM 41467, INA 1551, JCM 6913, CGMCC 4.1595, IFO 15388, NBRC 15388, NRRL B-16357, VKM Ac-1213",1,"Streptomyces atrovirens",5
16333,,"DSM 41692, IFO 15896, INA A-78, NBRC 15896, RIA 553, VKM Ac-1828, JCM 9947, CGMCC 4.1944, NBIMCC 3603, NRRL B-24301",1,"Streptomyces calvus",5
15038,B7319,"DSM 41785, NCIMB 13927, JCM 12605, CGMCC 4.1833, CIP 108188, NBRC 100912",1,"Streptomyces aureus",10
,,,,,6
,,,,,8
16214,MA-4680,"DSM 46492, ATCC 31267, CIP 107838, FERM P-4027, IMET 43778, JCM 5070, KCC S-1070, NRRL 8165, BCRC 12382, CECT 3280, CGMCC 4.1807, CGMCC 4.2072, IFO 14893, KCTC 9063, KCTC 9698, NBIMCC 3394, NBRC 14893, NCIMB 12804, VKM Ac-1301, VTT E-042732",1,"Streptomyces avermitilis",10
,,,,,5
,,,,,6
,,,,,8
15042,SC-2364,"DSM 40106, ATCC 14921, CBS 467.68, ETH 28555, IFO 12744, ISP 5106, JCM 4217, JCM 4564, NBRC 12744, RIA 1009, ATCC 19728, BCRC 12479, CGMCC 4.1675, IMET 43765, MTCC 3023, NBIMCC 1035, NRRL B-2655, PCM 2313, VKM Ac-719",1,"Streptomyces azureus",5
15043,WC3068,"DSM 40066, ATCC 19762, CBS 500.68, CCUG 11105, ETH 31437, ETH 31581, IFO 12775, IMET 42052, IMRU 3068, ISP 5066, JCM 4380, KCC S-0380, NBRC 12775, NRRL B-2095, RIA 1042, Waksman 218, BCRC 13674, CGMCC 4.1838, HAMBI 1015, KCCM 40612, NCIMB 12975, VKM Ac-753, VTT E-072672, CIP 108231, CBS 498.68",0,"Streptomyces bacillaris",10
,,,,,6
,,,,,8
15046,1203/53,"DSM 40139, ATCC 19729, ATCC 19888, CBS 468.68, IFO 12745, ISP 5139, NBRC 12745, RIA 1010, JCM 4350, BCRC 13759, CGMCC 4.1406, HAMBI 1008, IMET 43089, INA 1203/53, LMG 19353, NBIMCC 3320, NCIMB 13011, NRRL B-2567, VKM Ac-735",1,"Streptomyces badius",5
16366,,"DSM 41794, AS 4.1718, CCRC 16309, CCTCC 99005, JCM 11882, YIM 6, BCRC 16309, CGMCC 4.1718, CIP 107862, KCTC 9970, NBRC 100044",1,"Streptomyces beijiangensis",10
,,,,,6
,,,,,8
15052,"445 D1, 445-D1","DSM 40029, ATCC 19731, CBS 470.68, ETH 31571, IFO 12747, ISP 5029, NBRC 12747, RIA 1012, JCM 4184, BCRC 13387, CECT 3257, CGMCC 4.1647, CIP 108151, JCM 4565, NCB 77, NCIMB 9800, NRRL B-5480, VKM Ac-766, CCRC 13387, KCC S-0565, AS 4.1647",1,"Streptomyces blastmyceticus",10
,,,,,6
,,,,,8
15055,,"DSM 40262, ATCC 25435, CBS 163.64, CBS 667.69, ETH 23899, IFO 13023, ISP 5262, JCM 4459, NBRC 13023, RIA 1215, BCRC 12063, CGMCC 4.1669, CIP 105278, KACC 20131, MTCC 4729, NRRL ISP-5262, VKM Ac-1755",1,"Streptomyces bottropensis",10
,,,,,6
,,,,,8
132985,,"DSM 104041, CCTCC AA 2015006, KCTC 39568, TRM 46794-61",1,"Streptomyces canalis",8
15066,,"DSM 40141, ATCC 19735, ATCC 19891, ATCC 23891, CBS 677.68, ETH 28543, IFO 12846, INA 5855/54, ISP 5141, JCM 4629, KCC S-0629, NBRC 12846, PSA 183, RIA 1131, BCRC 13760, CGMCC 4.1664, ICMP 12538, KCTC 9020, NCIMB 12827, NRRL ISP-5141, VKM Ac-1091, VTT E-072673",1,"Streptomyces candidus",5
16188,,"DSM 41453, ATCC 43699, INMI 377, JCM 6914, VKM Ac-68, BCRC 16851, CGMCC 4.1588, IFO 15389, NBRC 15389, NRRL B-16358",1,"Streptomyces caniferus",7.5
15068,456786,"DSM 40017, ATCC 12237, CBS 475.68, IFO 12752, ISP 5017, NBRC 12752, RIA 1017, JCM 4212, ATCC 19737, BCRC 13652, CGMCC 4.1468, IFM 1092, JCM 4569, LMG 19329, NCIMB 9627, NRRL B-1989, NRRL B-3980, VKM Ac-1011",1,"Streptomyces canus",5
16202,,"DSM 41468, ATCC 43678, INA 8851, JCM 6915, BCRC 16853, CGMCC 4.1621, IFO 15390, NBRC 15390, NRRL B-16359, VKM Ac-1211",1,"Streptomyces carpaticus",5
15070,6563,"DSM 40258, ATCC 12476, ATCC 23893, CBS 679.68, IFO 12848, ISP 5258, NBRC 12848, RIA 1183, JCM 4353, BCRC 12092, CGMCC 4.1701, HAMBI 986, IMET 42944, KCTC 9223, NRRL B-2342, VKM Ac-758",1,"Streptomyces catenulae",5
16011,MA-4297,"DSM 46488, FERM P-2209, IFO 14057, IMET 43729, JCM 4925, KCC S-0925, NBRC 14057, NCIB 11928, NRRL 8057, ATCC 35852, BCRC 13439, CECT 3278, CIP 106797, KCTC 1468, KCTC 1946, NCIMB 11928, CCRC 13439",0,"Streptomyces cattleya",10
,,,,,6
,,,,,8
23302,RC1830,"DSM 42072, JCM 18411",1,"Streptomyces chilikensis",8
140641,RC1832,"JCM 30611, KCTC 29696), KCTC 29696",1,"Streptomyces chitinivorans",18
15088,BE-508,"DSM 40545, ATCC 14947, CBS 745.72, DSM 40820, IFO 13444, IMRU 3835, ISP 5545, NBRC 13444, NCIB 8995, RIA 1405, JCM 4735, KCC S-0735, BCRC 12173, CGMCC 4.1657, MTCC 6922, NCAIM B.01478, NCIMB 10999, NCIMB 8995, NRRL B-3293, NRRL B-3310, NRRL B-3672",1,"Streptomyces chrestomyceticus",5
16148,A-725,"DSM 40005, ATCC 11874, ATCC 23897, CBS 293.64, CBS 683.68, CCUG 11122, DSM 41431, ETH 13 355, IFO 12852, IMRU 3664, IPV 1776, IPV 2013, IPV 936, ISP 5005, JCM 4152, JCM 4633, KCC S-0152, KCC S-0633, LMG 5971, NBRC 12852, NCIB 8851, NRRL B-1285, RIA 1102, RIA 360, CIP 108152, BCRC 12169, CECT 3258, CGMCC 4.1084, HAMBI 1067, IMET 41381, NCB 93, NCIMB 8851, VKM Ac-876, CCRC 12169, AS 4.1084, AS 4.1706",1,"Streptomyces cinnamoneus subsp. cinnamoneus",10
,,,,,6
,,,,,8
16479,AS-0823,"DSM 41983, IFM 11055, JCM 17138",1,"Streptomyces coacervatus",10
16204,,"DSM 41471, INA 9630, JCM 6918, BCRC 16856, CGMCC 4.1596, IFO 15399, NBRC 15399, NRRL B-16363, VKM Ac-1221",1,"Streptomyces coelicoflavus",7.5
16376,CR-43,"DSM 41827, ATCC 55274, JCM 11306, NCIMB 13455, NRRL B-16897, BCRC 16858, NBRC 100773",1,"Streptomyces murinus",5
134332,DAS-139,"KCTC 19241, CCTCC AA 207004",1,"Streptomyces deccanensis",7
16179,,"DSM 41427, AS 4.1861, IFO 13977, JCM 4550, KCC S-0550, NBRC 13977, NCIB 9752, NRRL 2666, CGMCC 4.1861, CGMCC 4.1915, CIP 106836, NCIMB 10502, NCIMB 9752, NRRL ISP-5087",1,"Streptomyces decoyicus",13
15123,,"DSM 40496, ATCC 3315, CBS 713.72, IFO 13412, IFO 3714, ISP 5496, JCM 4128, JCM 4745, NBRC 13412, NBRC 3714, NRRL B-1270, RIA 1373, BCRC 15168, CBS 126.20, CCM 3167, CCUG 11116, CGMCC 4.1420, IMET 40274, LMG 19322, MTCC 1394, NRRL B-1241, RIA 104, VKM Ac-723",1,"Streptomyces diastaticus subsp. diastaticus",5
15255,Duché,"DSM 40324, AS 4.1854, ATCC 10975, ATCC 25455, CBS 422.34, CBS 688.69, ETH 10213, IFO 13043, IFO 3198, IMRU 3590, ISP 5324, JCM 4136, JCM 4478, KCC S-0136, KCC S-0478, NBRC 13043, NBRC 3198, PSA 224, BCRC 12105, CGMCC 4.1854, CGMCC 4.1885, CGMCC 4.2081, IMET 40289, NRRL B-1344, NRRL B-1903, RIA 1235, VKM Ac-713",1,"Streptomyces diastaticus",5
15128,"FH 1279","DSM 40743, ATCC 13441, JCM 4957, CGMCC 4.1674, IFO 15409, KCTC 9722, NBRC 15409, NRRL B-12103",1,"Streptomyces djakartensis",5
16403,M7a,"DSM 41857, CCT 5476, CIP 107837, NBRC 101007, NRRL B-24297, CBMAI 498, JCM 13580, CBMAI 0498",1,"Streptomyces drozdowiczii",10
,,,,,6
,,,,,8
16503,,"DSM 41984, CCTCC AA 209036, YIM 65594",1,"Streptomyces endophyticus",5
16190,,"DSM 41454, ATCC 43682, INMI 40-31, VKM Ac-130, JCM 9088, CGMCC 4.1586, NBRC 100763, NRRL B-16365",1,"Streptomyces rochei",5
15134,,"DSM 40116, AS 4.1373, ATCC 27427, CBS 485.74, ISP 5116, IAUR 1173, JCM 9650, BCRC 13770, CGMCC 4.1373, IFO 14601, NBRC 14601, NRRL B-3808, VTT E-022183",1,"Streptomyces griseoincarnatus",5
16158,"549-A1, 549-A1 (NIHJ 267)","DSM 40604, ATCC 27428, CBS 792.72, IFO 13491, ISP 5604, JCM 4029, NBRC 13491, NIHJ 267, NRRL B-1676, RIA 1452, RIA 733, BCRC 12424, CECT 3259, CGMCC 4.1086, CIP 108155, IMET 43412, JCM 4749, KCTC 9884, MTCC 2531, NCB 264, VKM Ac-903, CCRC 12424, KCC S-0749, AS 4.1086",1,"Streptomyces eurocidicus",10
,,,,,6
,,,,,8
16371,,"DSM 41802, CFBP 4497, NCPPB 4039, CIP 107142, ICMP 13714, CIP 107062",1,"Streptomyces europaeiscabiei",10
,,,,,6
,,,,,8
